
,12,,
52,92,2,
3,30,,
,8,104,
213,7,70,
125,6,3204,
,,5,
8,2,1117,
,8,,
,114,,
2,6,,
8,1,31,
,,82,
36,166,,
,10,,
965,6,63,
,1,25,
26,627,,
11,28,,
4,1,20,
1,,14,
11,39,,
4389,11,245,
14,250,,
21,700,,
3,1,49,
81,3,114,
3,13,194,
26630,6,183,1
62,1285,,
7450,1,24,1
9,2,,
6,,4,
8,65,1081,
4,634,,
3,3,,
,21,,
4,,39,
,3,,
4549,2,4,
82,18,196,
22,40,1704,
22,403,,
1,24,,
12,108,501,
,13,,
,1,8,
1,6,,
2,6,40,
2,1,123,
5,5,132,
1,30,,
,1,,
,30,,
21093,1,250,1
437,50,927,
,20,,
,,1,
6658,,101,
