4.225460123,12
0.809815951,1
0.042944785,1
0.016871166,1
0.018404908,1
0.013803681,1
0.165644172,1
0.437116564,2
0.078220859,3
3.291411043,7
0.093558282,2
0.211656442,1
0.542944785,1
0.351226994,3
0.397239264,1
0.516871166,2
0.785276074,1
0.476993865,4
0.253067485,1
0.659509202,1
0.006134969,1
0.294478528,1
0.009202454,1
0.009202454,1
0.029141104,1
0.208588957,1
0.001533742,1
0.18404908,1
0.007668712,1
0.274539877,1
0.760736196,1
0.898773006,4
0.006134969,1
0.012269939,1
0.585889571,7
0.484662577,2
0.547546012,2
0.292944785,1
0.003067485,1
0.06595092,2
0.401840491,1
0.145705521,2
0.825153374,1
0.253067485,3
0.09202454,1
1.930981595,4
2.932515337,1
0.802147239,2
0.064417178,1
0.012269939,1
0.541411043,2
0.981595092,1
0.573619632,1
0.099693252,1
0.144171779,1
0.820552147,1
7.446319018,1
0.027607362,1
0.001533742,1
0.001533742,1
0.153374233,2
0.107361963,1
0.059815951,1
0.006134969,1
0.055214724,1
0.044478528,1
0.001533742,1
0.107361963,1
0.521472393,3
0.13803681,1
1.02607362,3
0.403374233,2
0.211656442,2
3.806748466,7
0.024539877,1
0.055214724,3
1.460122699,1
0.001533742,2
0.188650307,1
1.202453988,1
0.056748466,1
0.26993865,1
0.380368098,3
0.217791411,4
0.265337423,1
0.840490798,1
2.802147239,2
1.105828221,1
1.036809816,1
0.52607362,1
0.021472393,1
0.986196319,2
0.11196319,1
0.418711656,1
0.053680982,3
0.694785276,2
1.338957055,2
0.529141104,1
0.478527607,1
0.562883436,1
0.585889571,1
0.105828221,2
0.029141104,2
2.369631902,1
1.196319018,6
0.01993865,1
0.009202454,1
8.736196319,2
0.624233129,2
0.006134969,1
0.042944785,2
0.210122699,1
21.64263804,3
0.139570552,1
0.044478528,1
0.024539877,1
0.506134969,4
0.306748466,3
2.22392638,3
0.34202454,4
0.170245399,1
0.041411043,1
0.355828221,1
11.25153374,1
0.282208589,2
0.078220859,3
1.320552147,3
0.43404908,1
1.77607362,2
0.176380368,1
0.018404908,1
0.162576687,1
25.72699387,1
0.17791411,1
0.561349693,2
0.197852761,1
0.513803681,1
0.211656442,1
0.001533742,1
1.136503067,1
0.015337423,2
0.279141104,2
0.541411043,1
1.588957055,3
0.401840491,7
0.944785276,5
1.024539877,2
