6.342249821 4.408 6.666666667
0.001247247 0.8448 0.555555556
0.01391432 0.0448 0.555555556
0.003918655 0.0176 0.555555556
0.003087157 0.0192 0.555555556
0.00539589 0.0144 0.555555556
0.001061487 0.1728 0.555555556
2.179002026 0.456 1.111111111
1.672336774 0.0816 1.666666667
7.676264275 3.4336 3.888888889
0.240046352 0.0976 1.111111111
0.837451017 0.2208 0.555555556
1.77756548 0.5664 0.555555556
2.072623376 0.3664 1.666666667
0.391945086 0.4144 0.555555556
1.373280613 0.5392 1.111111111
0.607506479 0.8192 0.555555556
3.786331591 0.4976 2.222222222
0.391909703 0.264 0.555555556
1.575396509 0.688 0.555555556
0.004139798 0.0064 0.555555556
0.00202567 0.3072 0.555555556
0.000114994 0.0096 0.555555556
0.002901397 0.0096 0.555555556
0.00196375 0.0304 0.555555556
0.001335704 0.2176 0.555555556
0.004378632 0.0016 0.555555556
0.066670205 0.192 0.555555556
0.013746252 0.008 0.555555556
0.004856301 0.2864 0.555555556
0.2163752 0.7936 0.555555556
3.139974701 0.9376 2.222222222
0.002574105 0.0064 0.555555556
0.003210997 0.0128 0.555555556
4.620792754 0.6112 3.888888889
1.850569222 0.5056 1.111111111
0.918486674 0.5712 1.111111111
0.422993569 0.3056 0.555555556
0.119010341 0.0032 0.555555556
0.112455661 0.0688 1.111111111
1.362621518 0.4192 0.555555556
1.51578519 0.152 1.111111111
0.081663703 0.8608 0.555555556
0.39658909 0.264 1.666666667
0.829675627 0.096 0.555555556
0.892108732 2.0144 2.222222222
0.00037152 3.0592 0.555555556
2.80390804 0.8368 1.111111111
0.145795186 0.0672 0.555555556
0.378189988 0.0128 0.555555556
0.418225725 0.5648 1.111111111
1.086422702 1.024 0.555555556
0.700218489 0.5984 0.555555556
1.055480367 0.104 0.555555556
0.025564136 0.1504 0.555555556
0.047528063 0.856 0.555555556
0.004750153 7.768 0.555555556
0.028660139 0.0288 0.555555556
0.001954905 0.0016 0.555555556
0.00183991 0.0016 0.555555556
0.777804315 0.16 1.111111111
0.025634902 0.112 0.555555556
0.018496404 0.0624 0.555555556
0.006545834 0.0064 0.555555556
0.021601253 0.0576 0.555555556
0.011428673 0.0464 0.555555556
0.006979274 0.0016 0.555555556
0.563012499 0.112 0.555555556
0.765411459 0.544 1.666666667
0.6485064 0.144 0.555555556
1.066935577 1.0704 1.666666667
1.060425125 0.4208 1.111111111
1.300763386 0.2208 1.111111111
7.34781378 3.9712 3.888888889
0.053994286 0.0256 0.555555556
0.357712143 0.0576 1.666666667
0.546877903 1.5232 0.555555556
0.309441039 0.0016 1.111111111
0.014860813 0.1968 0.555555556
0.936770781 1.2544 0.555555556
0.386858796 0.0592 0.555555556
0.292138807 0.2816 0.555555556
2.774186415 0.3968 1.666666667
2.977036506 0.2272 2.222222222
0.303434794 0.2768 0.555555556
0.546479845 0.8768 0.555555556
0.120531805 2.9232 1.111111111
1.116100098 1.1536 0.555555556
0.115560509 1.0816 0.555555556
1.020212474 0.5488 0.555555556
0.810020434 0.0224 0.555555556
2.037700466 1.0288 1.111111111
0.861599837 0.1168 0.555555556
1.653566153 0.4368 0.555555556
1.023538466 0.056 1.666666667
0.360816991 0.7248 1.111111111
0.295517873 1.3968 1.111111111
0.061150475 0.552 0.555555556
0.990313935 0.4992 0.555555556
0.155330874 0.5872 0.555555556
1.694114941 0.6112 0.555555556
0.37043229 0.1104 1.111111111
2.605816947 0.0304 1.111111111
0.19222638 2.472 0.555555556
0.871719343 1.248 3.333333333
0.002043362 0.0208 0.555555556
0.0029987 0.0096 0.555555556
1.465691868 9.1136 1.111111111
1.21422569 0.6512 1.111111111
0.00624508 0.0064 0.555555556
0.234332015 0.0448 1.111111111
0.011862113 0.2192 0.555555556
0.253058408 22.5776 1.666666667
0.241903953 0.1456 0.555555556
0.478960451 0.0464 0.555555556
0.756946103 0.0256 0.555555556
1.826455785 0.528 2.222222222
1.450441844 0.32 1.666666667
3.590098099 2.32 1.666666667
9.841006997 0.3568 2.222222222
0.290139674 0.1776 0.555555556
0.393245407 0.0432 0.555555556
0.77694628 0.3712 0.555555556
0.639784518 11.7376 0.555555556
2.739104282 0.2944 1.111111111
1.055648436 0.0816 1.666666667
2.65193854 1.3776 1.666666667
1.008801493 0.4528 0.555555556
0.531486347 1.8528 1.111111111
0.245123796 0.184 0.555555556
0.26833497 0.0192 0.555555556
0.688612902 0.1696 0.555555556
0.590186556 26.8384 0.555555556
0.012083256 0.1856 0.555555556
0.834965369 0.5856 1.111111111
1.375474352 0.2064 0.555555556
0.13536608 0.536 0.555555556
0.226450477 0.2208 0.555555556
0.073269113 0.0016 0.555555556
0.028651293 1.1856 0.555555556
0.734672576 0.016 1.111111111
1.192774814 0.2912 1.111111111
1.04025688 0.5648 0.555555556
1.930490318 1.6576 1.666666667
6.977027661 0.4192 3.888888889
5.211952339 0.9856 2.777777778
0.255605976 1.0688 1.111111111
